Plot,Subplot,Species,Light_ISF,Core,Soil,Adult,AMF,EMF,NSC,Outcome
16,C,Quercus rubra,0.133,2017,Quercus rubra,984,16.74,55.57,17.88,0.0
17,C,Prunus serotina,0.122,2017,Acer rubrum,1384,44.29,,14.12,1.0
17,C,Prunus serotina,0.122,2016,Acer rubrum,1326,44.29,,14.12,1.0
16,A,Quercus rubra,0.122,2017,Prunus serotina,I,18.86,34.99,16.51,0.0
16,C,Quercus rubra,0.133,2017,Quercus alba,1715,21.22,35.63,15.02,0.0
17,C,Acer saccharum,0.122,2017,Quercus rubra,1595,16.28,,12.22,1.0
17,C,Acer saccharum,0.122,2017,Quercus alba,1205,19.24,,12.67,1.0
16,C,Quercus alba,0.133,2016,Populus grandidentata,118,30.28,45.41,23.64,0.0
17,A,Acer saccharum,0.095,2016,Quercus alba,1478,16.19,,12.6,1.0
17,A,Prunus serotina,0.095,2017,Sterile,J,10.79,,11.72,1.0
17,A,Acer saccharum,0.095,2017,Quercus rubra,970,14.2,,12.04,1.0
16,C,Quercus alba,0.133,2017,Quercus alba,1297,17.39,38.97,20.86,0.0
17,C,Quercus alba,0.122,2017,Acer saccharum,961,19.05,24.34,23.51,1.0
17,C,Prunus serotina,0.122,2017,Acer rubrum,1468,44.29,,14.12,1.0
16,A,Quercus alba,0.122,2016,Quercus rubra,1688,10.89,39.0,18.99,0.0
16,A,Quercus alba,0.122,2016,Quercus alba,415,9.9,37.02,18.43,1.0
16,C,Quercus alba,0.133,2017,Acer saccharum,1757,19.61,26.61,24.72,0.0
16,C,Acer saccharum,0.133,2017,Quercus rubra,1595,15.47,,12.46,1.0
17,B,Prunus serotina,0.111,2017,Acer rubrum,1332,27.28,,13.71,1.0
17,D,Prunus serotina,0.118,2017,Sterile,H,11.05,,11.68,1.0
17,B,Acer saccharum,0.111,2017,Quercus rubra,1454,14.56,,12.21,1.0
17,D,Acer saccharum,0.118,2017,Quercus rubra,984,16.24,,12.15,1.0
17,D,Prunus serotina,0.118,2017,Sterile,I,11.05,,11.68,1.0
17,B,Acer saccharum,0.111,2017,Quercus alba,415,16.68,,12.56,1.0
17,B,Prunus serotina,0.111,2017,Sterile,1027,12.01,,11.73,1.0
18,C,Quercus alba,0.14,2016,Populus grandidentata,277,31.95,43.51,23.93,1.0
18,A,Prunus serotina,0.141,2017,Acer rubrum,50,48.41,,13.81,1.0
18,C,Acer saccharum,0.14,2017,Quercus rubra,1454,13.81,,12.42,1.0
16,C,Quercus alba,0.133,2017,Sterile,1205,15.2,19.43,20.31,0.0
18,A,Acer saccharum,0.141,2016,Quercus alba,415,16.14,,13.01,1.0
18,A,Acer saccharum,0.141,2017,Quercus rubra,921,14.28,,12.44,1.0
18,A,Prunus serotina,0.141,2017,Acer rubrum,1468,48.41,,13.81,1.0
18,A,Acer saccharum,0.141,2017,Quercus alba,1297,16.14,,13.01,1.0
16,A,Quercus alba,0.122,2017,Quercus rubra,921,10.89,39.0,18.99,1.0
18,A,Acer saccharum,0.141,2017,Quercus alba,1205,16.14,,13.01,1.0
18,B,Prunus serotina,0.138,2017,Sterile,G,16.95,,11.86,1.0
18,E,Acer saccharum,0.148,2016,Quercus alba,1320,16.45,,12.93,1.0
18,D,Prunus serotina,0.161,2017,Sterile,689,15.04,,12.14,1.0
18,B,Prunus serotina,0.138,2017,Acer rubrum,1332,45.75,,14.18,1.0
18,D,Prunus serotina,0.161,2017,Acer rubrum,1386,43.67,,13.7,1.0
18,B,Acer saccharum,0.138,2017,Quercus alba,1715,15.71,,13.0,1.0
18,D,Prunus serotina,0.161,2017,Acer rubrum,1384,43.67,,13.7,1.0
1,A,Acer saccharum,0.108,2017,Prunus serotina,H,21.96,,12.15,1.0
2,C,Acer saccharum,0.097,2017,Populus grandidentata,1201,15.31,,12.22,1.0
2,A,Acer saccharum,0.083,2016,Prunus serotina,1027,20.55,,12.27,1.0
2,C,Acer saccharum,0.097,2016,Acer rubrum,1326,15.87,,12.21,1.0
16,A,Prunus serotina,0.122,2017,Prunus serotina,689,42.4,,13.54,0.0
2,A,Acer saccharum,0.083,2017,Populus grandidentata,277,14.7,,12.02,1.0
2,C,Acer saccharum,0.097,2017,Acer rubrum,1386,15.87,,12.21,1.0
2,E,Acer saccharum,0.118,2017,Populus grandidentata,285,15.07,,12.23,1.0
2,B,Acer saccharum,0.082,2016,Acer saccharum,961,19.3,,12.38,1.0
2,D,Acer saccharum,0.1,2016,Acer saccharum,1757,18.5,,12.3,1.0
2,D,Acer saccharum,0.1,2017,Acer rubrum,1332,14.85,,12.15,1.0
2,D,Acer saccharum,0.1,2017,Acer rubrum,1468,14.85,,12.15,1.0
2,B,Acer saccharum,0.082,2017,Acer saccharum,1323,19.3,,12.38,1.0
2,B,Acer saccharum,0.082,2016,Acer saccharum,275,19.3,,12.38,1.0
2,D,Acer saccharum,0.1,2016,Acer rubrum,50,14.85,,12.15,1.0
3,C,Quercus alba,0.103,2017,Prunus serotina,J,16.66,30.65,23.35,1.0
3,A,Quercus alba,0.08,2017,Sterile,1205,0.88,0.0,17.7,1.0
6,B,Quercus alba,0.092,2016,Sterile,415,7.98,9.25,19.35,1.0
7,C,Acer saccharum,0.082,2017,Prunus serotina,689,21.02,,12.41,1.0
7,B,Acer saccharum,0.079,2017,Prunus serotina,H,22.78,,12.12,1.0
8,D,Acer saccharum,0.063,2017,Prunus serotina,689,20.17,,11.94,1.0
16,B,Quercus rubra,0.105,2017,Acer saccharum,275,31.86,37.36,14.88,0.0
8,D,Acer saccharum,0.063,2017,Prunus serotina,J,20.17,,11.94,1.0
16,E,Quercus rubra,0.111,2017,Sterile,984,15.4,6.35,15.49,1.0
8,B,Quercus alba,0.066,2017,Sterile,1715,10.32,3.0,18.14,1.0
10,A,Acer saccharum,0.051,2017,Prunus serotina,689,24.55,,9.28,1.0
10,D,Acer saccharum,0.06,2017,Prunus serotina,H,21.15,,11.2,1.0
10,B,Acer saccharum,0.072,2017,Prunus serotina,G,22.85,,11.84,1.0
11,A,Quercus rubra,0.068,2017,Quercus alba,1715,14.15,29.52,19.07,1.0
16,E,Quercus alba,0.111,2017,Quercus alba,1715,11.66,32.46,18.48,1.0
16,E,Quercus rubra,0.111,2017,Quercus rubra,970,17.78,49.61,17.54,1.0
11,A,Acer saccharum,0.068,2016,Acer saccharum,561,16.32,,11.46,1.0
11,A,Acer saccharum,0.068,2016,Acer saccharum,1323,16.32,,11.46,1.0
11,C,Acer saccharum,0.055,2017,Acer rubrum,50,17.82,,9.45,1.0
11,A,Acer saccharum,0.068,2017,Acer rubrum,1468,18.54,,10.71,1.0
11,A,Acer saccharum,0.068,2016,Populus grandidentata,891,11.53,,11.44,1.0
11,A,Acer saccharum,0.068,2017,Acer rubrum,1386,18.54,,10.71,1.0
11,C,Acer saccharum,0.055,2016,Populus grandidentata,118,14.72,,9.59,1.0
11,C,Acer saccharum,0.055,2016,Acer saccharum,961,16.83,,10.24,1.0
11,C,Quercus rubra,0.055,2016,Populus grandidentata,394,15.04,28.28,18.82,1.0
11,B,Acer saccharum,0.055,2016,Populus grandidentata,394,14.72,,9.59,1.0
11,B,Quercus alba,0.055,2017,Sterile,1715,10.58,4.23,18.63,1.0
11,E,Acer saccharum,0.068,2016,Populus grandidentata,277,11.53,,11.44,1.0
11,D,Quercus rubra,0.05,2016,Populus grandidentata,277,18.87,28.99,19.2,1.0
11,D,Acer saccharum,0.05,2016,Acer saccharum,1330,19.73,,10.19,1.0
16,B,Quercus rubra,0.105,2017,Sterile,970,9.55,6.08,15.9,0.0
16,B,Quercus alba,0.105,2016,Acer saccharum,1330,22.73,29.36,22.82,0.0
11,B,Acer saccharum,0.055,2016,Acer rubrum,1326,17.82,,9.45,1.0
16,B,Acer saccharum,0.105,2017,Acer rubrum,1386,16.18,,12.23,1.0
12,A,Quercus rubra,0.063,2016,Quercus alba,1320,16.04,24.8,17.9,1.0
12,C,Acer saccharum,0.047,2016,Populus grandidentata,118,13.27,,10.16,1.0
12,A,Acer saccharum,0.063,2017,Acer rubrum,1384,18.47,,10.66,1.0
12,C,Quercus rubra,0.047,2016,Quercus alba,415,19.19,26.96,16.2,1.0
12,A,Quercus rubra,0.063,2017,Quercus alba,1205,16.04,24.8,17.9,1.0
12,C,Acer saccharum,0.047,2017,Acer rubrum,50,18.3,,9.88,1.0
12,A,Acer saccharum,0.063,2016,Acer saccharum,1323,14.78,,11.64,1.0
12,C,Quercus rubra,0.047,2016,Populus grandidentata,1201,17.6,28.46,19.29,1.0
12,C,Quercus rubra,0.047,2017,Prunus serotina,H,16.59,19.58,12.33,1.0
12,E,Quercus rubra,0.035,2017,Prunus serotina,J,17.09,17.84,12.32,1.0
12,C,Acer saccharum,0.047,2016,Acer rubrum,1332,18.3,,9.88,1.0
12,B,Quercus alba,0.06,2017,Sterile,1478,10.56,2.49,18.63,1.0
12,D,Acer saccharum,0.032,2016,Acer saccharum,961,19.41,,10.03,1.0
12,B,Acer saccharum,0.06,2017,Acer rubrum,1386,17.77,,11.03,1.0
12,D,Acer saccharum,0.032,2016,Populus grandidentata,277,13.91,,9.91,1.0
12,D,Acer saccharum,0.032,2016,Populus grandidentata,891,13.91,,9.91,1.0
16,B,Quercus rubra,0.105,2016,Acer saccharum,1330,31.86,37.36,14.88,0.0
16,D,Quercus rubra,0.133,2017,Quercus rubra,1454,16.74,55.57,17.88,0.0
16,D,Quercus rubra,0.133,2016,Quercus rubra,1688,16.74,55.57,17.88,0.0
12,B,Acer saccharum,0.06,2016,Acer saccharum,561,15.57,,10.81,1.0
12,D,Acer saccharum,0.032,2016,Populus grandidentata,394,13.91,,9.91,1.0
12,D,Acer saccharum,0.032,2017,Acer saccharum,1757,19.41,,10.03,1.0
12,B,Acer saccharum,0.06,2016,Populus grandidentata,285,12.84,,11.12,1.0
12,D,Acer saccharum,0.032,2016,Acer rubrum,1326,16.08,,10.41,1.0
16,B,Quercus alba,0.105,2017,Prunus serotina,J,14.3,27.74,24.08,0.0
16,D,Quercus alba,0.133,2016,Quercus alba,1320,17.39,38.97,20.86,1.0
12,B,Acer saccharum,0.06,2016,Populus grandidentata,1201,12.84,,11.12,1.0
13,A,Acer saccharum,0.052,2017,Quercus rubra,1595,10.62,,10.96,1.0
13,C,Quercus alba,0.087,2016,Populus grandidentata,891,19.31,23.28,22.02,1.0
14,C,Acer saccharum,0.053,2016,Populus grandidentata,118,12.01,,9.62,1.0
14,C,Acer saccharum,0.053,2017,Acer rubrum,1386,15.71,,9.37,1.0
16,B,Quercus alba,0.105,2016,Acer rubrum,1326,12.77,21.84,24.49,0.0
14,C,Acer saccharum,0.053,2017,Acer saccharum,275,17.08,,10.29,1.0
14,A,Acer saccharum,0.06,2016,Acer saccharum,1323,15.57,,10.81,1.0
14,B,Acer saccharum,0.074,2016,Populus grandidentata,891,11.9,,11.31,1.0
14,D,Acer saccharum,0.059,2016,Populus grandidentata,394,12.97,,10.54,1.0
16,B,Quercus rubra,0.105,2017,Acer rubrum,1384,21.87,28.69,14.55,1.0
14,B,Quercus rubra,0.074,2017,Prunus serotina,H,16.82,12.28,12.18,1.0
16,D,Quercus alba,0.133,2017,Quercus rubra,970,11.12,41.61,18.86,0.0
14,D,Acer saccharum,0.059,2016,Acer saccharum,1330,15.39,,10.68,1.0
14,D,Acer saccharum,0.059,2017,Populus grandidentata,1201,12.97,,10.54,1.0
14,D,Acer saccharum,0.059,2016,Populus grandidentata,277,12.97,,10.54,1.0
14,D,Acer saccharum,0.059,2016,Acer saccharum,561,15.39,,10.68,1.0
14,D,Acer saccharum,0.059,2017,Acer rubrum,1468,17.02,,11.0,1.0
14,B,Acer saccharum,0.074,2016,Acer rubrum,1326,18.05,,10.73,1.0
14,B,Acer saccharum,0.074,2017,Prunus serotina,G,18.47,,11.92,1.0
15,A,Quercus rubra,0.087,2017,Prunus serotina,H,22.29,27.83,14.95,1.0
17,A,Quercus rubra,0.095,2017,Sterile,1595,9.16,7.32,15.24,0.0
17,A,Quercus alba,0.095,2016,Populus grandidentata,277,27.61,30.96,20.79,0.0
15,C,Acer saccharum,0.103,2016,Acer rubrum,1332,14.91,,12.15,1.0
15,A,Acer saccharum,0.087,2016,Populus grandidentata,285,14.72,,12.21,1.0
15,A,Acer saccharum,0.087,2017,Acer rubrum,50,17.08,,12.17,1.0
17,C,Quercus rubra,0.122,2017,Sterile,984,14.89,7.8,16.16,0.0
15,C,Acer saccharum,0.103,2016,Acer saccharum,561,22.43,,12.1,1.0
15,A,Acer saccharum,0.087,2017,Acer rubrum,1384,17.08,,12.17,1.0
17,C,Quercus alba,0.122,2016,Quercus alba,1478,9.9,37.02,18.43,0.0
15,D,Acer saccharum,0.086,2016,Populus grandidentata,1201,15.37,,12.05,1.0
15,B,Acer saccharum,0.11,2017,Acer rubrum,1468,17.7,,12.08,1.0
15,D,Acer saccharum,0.086,2016,Acer saccharum,1330,18.1,,12.36,1.0
17,C,Quercus rubra,0.122,2016,Quercus alba,415,20.76,35.94,17.34,0.0
15,B,Acer saccharum,0.11,2016,Acer rubrum,1326,17.7,,12.08,1.0
17,C,Quercus alba,0.122,2016,Sterile,415,15.11,19.25,20.15,1.0
15,D,Acer saccharum,0.086,2016,Populus grandidentata,891,15.37,,12.05,1.0
15,D,Acer saccharum,0.086,2017,Acer rubrum,1386,17.06,,12.05,1.0
15,D,Quercus rubra,0.086,2017,Quercus alba,1205,18.65,24.37,19.29,1.0
16,A,Acer saccharum,0.122,2017,Acer saccharum,275,20.67,,12.45,1.0
16,C,Acer saccharum,0.133,2016,Acer saccharum,1323,19.54,,12.5,1.0
16,C,Acer saccharum,0.133,2016,Populus grandidentata,277,13.3,,12.23,1.0
17,A,Quercus rubra,0.095,2017,Prunus serotina,689,25.61,27.69,14.94,0.0
16,C,Acer saccharum,0.133,2016,Populus grandidentata,1201,13.3,,12.23,1.0
16,D,Acer saccharum,0.133,2016,Acer saccharum,1330,19.54,,12.5,1.0
17,A,Quercus alba,0.095,2017,Acer rubrum,1332,12.59,23.8,23.69,0.0
16,B,Acer saccharum,0.105,2017,Acer saccharum,1757,19.04,,12.51,1.0
16,B,Acer saccharum,0.105,2016,Acer saccharum,561,19.04,,12.51,1.0
16,B,Acer saccharum,0.105,2017,Acer rubrum,1468,16.18,,12.23,1.0
16,B,Quercus rubra,0.105,2017,Prunus serotina,G,25.13,27.19,15.45,1.0
17,C,Quercus rubra,0.122,2016,Populus grandidentata,285,24.29,47.85,15.13,0.0
16,B,Acer saccharum,0.105,2016,Populus grandidentata,394,15.35,,12.21,1.0
16,D,Acer saccharum,0.133,2016,Populus grandidentata,891,13.3,,12.23,1.0
17,A,Quercus alba,0.095,2016,Populus grandidentata,891,27.61,30.96,20.79,0.0
16,D,Acer saccharum,0.133,2017,Acer rubrum,1384,17.04,,12.26,1.0
17,A,Acer saccharum,0.095,2016,Populus grandidentata,285,14.13,,12.09,1.0
17,A,Acer saccharum,0.095,2017,Populus grandidentata,118,14.13,,12.09,1.0
17,A,Acer saccharum,0.095,2017,Acer rubrum,1384,14.43,,12.11,1.0
17,E,Acer saccharum,0.094,2017,Acer rubrum,1386,16.59,,12.12,1.0
17,E,Acer saccharum,0.094,2017,Acer rubrum,1468,16.59,,12.12,1.0
17,A,Quercus alba,0.095,2017,Acer rubrum,50,12.59,23.8,23.69,0.0
17,A,Quercus rubra,0.095,2017,Acer saccharum,561,25.81,47.83,14.77,0.0
17,E,Quercus rubra,0.094,2017,Quercus alba,1205,19.41,20.7,18.05,1.0
17,C,Quercus rubra,0.122,2017,Acer rubrum,1332,17.23,36.0,16.48,0.0
17,D,Acer saccharum,0.118,2017,Acer saccharum,1757,20.89,,12.44,1.0
17,D,Acer saccharum,0.118,2017,Acer saccharum,961,20.89,,12.44,1.0
17,B,Acer saccharum,0.111,2017,Acer rubrum,1332,17.9,,12.09,1.0
17,C,Quercus alba,0.122,2017,Sterile,1320,15.11,19.25,20.15,0.0
17,D,Acer saccharum,0.118,2017,Acer rubrum,50,18.34,,12.0,1.0
18,C,Acer saccharum,0.14,2017,Acer saccharum,1757,17.8,,12.77,1.0
18,C,Acer saccharum,0.14,2016,Acer saccharum,1323,17.8,,12.77,1.0
18,C,Acer saccharum,0.14,2016,Sterile,561,11.36,,12.47,1.0
18,C,Acer saccharum,0.14,2016,Populus grandidentata,1201,14.07,,12.52,1.0
18,C,Acer saccharum,0.14,2017,Acer rubrum,1384,16.08,,12.82,1.0
18,A,Acer saccharum,0.141,2016,Acer saccharum,561,17.94,,12.82,1.0
18,C,Acer saccharum,0.14,2016,Sterile,961,11.36,,12.47,1.0
18,C,Acer saccharum,0.14,2016,Populus grandidentata,891,14.07,,12.52,1.0
18,B,Acer saccharum,0.138,2016,Acer rubrum,1326,18.77,,12.85,1.0
17,C,Prunus serotina,0.122,2017,Prunus serotina,1027,42.4,,13.54,0.0
18,E,Acer saccharum,0.148,2016,Populus grandidentata,118,18.18,,12.56,1.0
18,B,Quercus rubra,0.138,2017,Prunus serotina,H,18.95,36.5,19.72,1.0
18,D,Quercus rubra,0.161,2016,Populus grandidentata,891,19.76,43.87,12.23,1.0
17,A,Quercus alba,0.095,2017,Acer rubrum,1386,12.59,23.8,23.69,0.0
18,B,Acer saccharum,0.138,2016,Sterile,1330,11.07,,12.46,1.0
18,D,Acer saccharum,0.161,2017,Acer saccharum,275,18.42,,12.74,1.0
18,D,Acer saccharum,0.161,2016,Populus grandidentata,277,18.3,,12.6,1.0
18,B,Acer saccharum,0.138,2017,Acer rubrum,1332,18.77,,12.85,1.0
18,B,Acer saccharum,0.138,2017,Acer rubrum,1468,18.77,,12.85,1.0
18,D,Acer saccharum,0.161,2016,Acer saccharum,961,18.42,,12.74,1.0
1,C,Quercus rubra,0.106,2017,Acer saccharum,275,25.4,41.56,14.65,1.0
1,D,Quercus rubra,0.107,2017,Populus grandidentata,1201,14.3,29.68,19.79,1.0
17,E,Quercus alba,0.094,2017,Sterile,1297,7.91,7.01,19.38,0.0
2,A,Quercus rubra,0.083,2016,Quercus alba,415,21.04,23.31,18.03,1.0
2,B,Quercus rubra,0.082,2017,Prunus serotina,H,20.73,12.61,11.98,1.0
17,C,Quercus rubra,0.122,2017,Sterile,1454,14.89,7.8,16.16,1.0
17,C,Prunus serotina,0.122,2017,Quercus rubra,1595,54.36,,11.99,1.0
3,C,Quercus alba,0.103,2017,Acer rubrum,1326,13.9,21.05,24.28,1.0
17,D,Quercus rubra,0.118,2017,Acer rubrum,50,18.02,32.03,16.34,0.0
17,D,Quercus alba,0.118,2017,Acer saccharum,1757,22.62,27.21,24.0,0.0
17,D,Quercus rubra,0.118,2017,Quercus rubra,1688,20.73,36.57,15.57,0.0
3,B,Quercus alba,0.082,2017,Quercus rubra,1454,23.53,37.65,20.67,1.0
17,B,Quercus alba,0.111,2017,Acer saccharum,561,23.12,22.48,22.88,1.0
17,B,Quercus rubra,0.111,2017,Quercus rubra,921,17.78,49.61,17.54,1.0
4,C,Acer saccharum,0.079,2016,Sterile,1330,9.58,,12.45,1.0
17,E,Quercus rubra,0.094,2017,Quercus rubra,984,23.08,25.11,14.77,0.0
17,E,Quercus alba,0.094,2017,Sterile,1715,7.91,7.01,19.38,0.0
4,C,Acer saccharum,0.079,2017,Prunus serotina,689,22.78,,12.12,1.0
17,D,Quercus rubra,0.118,2017,Acer saccharum,1323,35.35,31.91,15.36,0.0
4,C,Acer saccharum,0.079,2016,Sterile,961,9.58,,12.45,1.0
4,C,Acer saccharum,0.079,2017,Prunus serotina,G,22.78,,12.12,1.0
4,D,Acer saccharum,0.073,2017,Prunus serotina,J,22.62,,11.83,1.0
17,B,Quercus rubra,0.111,2017,Acer saccharum,1330,33.04,31.93,15.22,0.0
4,B,Acer saccharum,0.076,2017,Prunus serotina,I,21.85,,11.88,1.0
4,B,Acer saccharum,0.076,2016,Prunus serotina,1027,21.85,,11.88,1.0
5,A,Acer saccharum,0.086,2017,Prunus serotina,J,21.35,,12.2,1.0
5,A,Acer saccharum,0.086,2016,Sterile,1323,9.09,,12.37,1.0
5,C,Acer saccharum,0.098,2016,Prunus serotina,I,22.46,,12.23,1.0
5,C,Acer saccharum,0.098,2017,Prunus serotina,G,22.46,,12.23,1.0
5,B,Acer saccharum,0.091,2016,Prunus serotina,1027,19.97,,12.21,1.0
17,B,Quercus alba,0.111,2017,Acer rubrum,1326,11.41,25.02,23.49,0.0
5,B,Acer saccharum,0.091,2016,Prunus serotina,H,19.97,,12.21,1.0
5,D,Acer saccharum,0.103,2017,Prunus serotina,689,22.16,,12.13,1.0
6,C,Acer saccharum,0.087,2016,Sterile,561,8.7,,12.39,1.0
6,C,Acer saccharum,0.087,2017,Prunus serotina,689,20.69,,12.3,1.0
6,E,Acer saccharum,0.091,2016,Prunus serotina,G,19.97,,12.21,1.0
6,B,Acer saccharum,0.092,2016,Sterile,1323,7.44,,12.31,1.0
17,D,Quercus rubra,0.118,2017,Acer rubrum,1326,18.02,32.03,16.34,0.0
6,B,Acer saccharum,0.092,2017,Quercus rubra,970,14.46,,12.06,1.0
6,D,Acer saccharum,0.09,2016,Prunus serotina,1027,21.41,,12.25,1.0
7,A,Quercus rubra,0.078,2016,Populus grandidentata,277,17.85,31.56,18.28,1.0
17,B,Quercus alba,0.111,2017,Acer rubrum,1384,11.41,25.02,23.49,0.0
7,A,Quercus rubra,0.078,2017,Quercus alba,1205,16.51,46.08,13.03,1.0
17,D,Quercus rubra,0.118,2017,Populus grandidentata,394,18.33,36.34,17.85,0.0
7,E,Quercus rubra,0.075,2016,Acer rubrum,1384,21.05,29.98,14.22,1.0
7,E,Quercus rubra,0.075,2016,Populus grandidentata,394,17.06,34.36,18.29,1.0
7,B,Quercus rubra,0.079,2016,Quercus alba,1715,21.06,23.63,16.57,1.0
7,D,Quercus rubra,0.08,2017,Acer saccharum,961,20.81,46.97,14.65,1.0
8,C,Quercus rubra,0.061,2017,Acer saccharum,275,29.94,33.73,15.07,1.0
8,D,Quercus rubra,0.063,2016,Populus grandidentata,1201,16.37,28.29,18.49,1.0
8,B,Acer saccharum,0.066,2017,Prunus serotina,H,18.87,,11.99,1.0
10,D,Quercus rubra,0.06,2017,Quercus alba,1297,18.89,26.13,17.66,1.0
10,B,Quercus rubra,0.072,2017,Acer saccharum,1330,22.07,28.17,16.83,1.0
10,D,Quercus rubra,0.06,2016,Quercus alba,415,18.89,26.13,17.66,1.0
11,A,Quercus alba,0.068,2017,Prunus serotina,J,16.88,35.95,19.36,1.0
11,A,Quercus alba,0.068,2016,Populus grandidentata,277,21.72,38.52,17.55,1.0
11,A,Quercus rubra,0.068,2017,Acer rubrum,1468,20.27,30.37,13.87,1.0
17,D,Acer saccharum,0.118,2017,Populus grandidentata,394,15.07,,12.23,1.0
12,B,Quercus alba,0.06,2017,Prunus serotina,1027,18.12,29.83,19.58,1.0
12,B,Quercus alba,0.06,2017,Populus grandidentata,1201,26.08,40.7,21.57,1.0
17,B,Quercus rubra,0.111,2017,Prunus serotina,J,23.92,35.04,14.66,0.0
12,B,Quercus alba,0.06,2017,Prunus serotina,689,18.12,29.83,19.58,1.0
13,A,Acer saccharum,0.052,2017,Prunus serotina,H,20.66,,10.87,1.0
14,C,Acer saccharum,0.053,2017,Quercus alba,1297,16.5,,11.62,1.0
14,C,Quercus alba,0.053,2017,Prunus serotina,G,17.11,28.75,20.22,1.0
17,D,Quercus alba,0.118,2017,Quercus alba,1205,10.83,36.24,18.14,0.0
14,D,Quercus alba,0.059,2016,Populus grandidentata,394,27.91,41.55,22.41,1.0
15,A,Quercus alba,0.087,2016,Populus grandidentata,1201,19.31,23.28,22.02,1.0
15,C,Acer saccharum,0.103,2016,Quercus alba,1478,14.33,,12.56,1.0
16,A,Quercus alba,0.122,2017,Prunus serotina,1027,17.53,26.97,24.64,1.0
16,C,Quercus alba,0.133,2016,Populus grandidentata,285,30.28,45.41,23.64,1.0
16,D,Quercus alba,0.133,2016,Populus grandidentata,277,30.28,45.41,23.64,1.0
17,D,Quercus rubra,0.118,2017,Prunus serotina,I,17.64,34.98,16.6,0.0
17,C,Quercus alba,0.122,2017,Prunus serotina,689,17.53,26.97,24.64,1.0
17,C,Quercus alba,0.122,2016,Populus grandidentata,285,30.89,42.33,23.46,1.0
17,B,Quercus alba,0.111,2016,Populus grandidentata,1201,29.87,39.53,23.05,1.0
17,B,Quercus alba,0.111,2017,Prunus serotina,H,21.06,22.28,23.54,1.0
18,C,Quercus alba,0.14,2016,Populus grandidentata,1201,31.95,43.51,23.93,1.0
18,D,Quercus alba,0.161,2017,Prunus serotina,J,24.4,33.79,22.05,1.0
18,D,Quercus alba,0.161,2016,Populus grandidentata,285,33.06,43.79,22.14,1.0
17,B,Quercus rubra,0.111,2017,Quercus rubra,1454,17.78,49.61,17.54,0.0
18,B,Quercus alba,0.138,2017,Prunus serotina,1027,17.96,32.3,24.27,1.0
1,C,Prunus serotina,0.106,2017,Prunus serotina,G,35.6,,13.87,1.0
1,A,Prunus serotina,0.108,2016,Quercus alba,1478,30.53,,13.74,1.0
1,A,Prunus serotina,0.108,2017,Prunus serotina,1027,23.31,,13.92,1.0
17,B,Quercus rubra,0.111,2017,Sterile,970,15.4,6.35,15.49,0.0
1,B,Prunus serotina,0.1,2017,Populus grandidentata,1201,39.23,,11.5,1.0
2,B,Quercus alba,0.082,2016,Populus grandidentata,891,16.39,15.84,21.76,1.0
2,D,Prunus serotina,0.1,2016,Prunus serotina,1027,22.84,,13.93,1.0
2,D,Prunus serotina,0.1,2017,Prunus serotina,H,22.84,,13.93,1.0
3,A,Prunus serotina,0.08,2017,Acer saccharum,1323,31.81,,11.66,1.0
3,C,Quercus rubra,0.103,2017,Sterile,970,8.99,6.46,15.82,1.0
3,E,Quercus alba,0.095,2016,Acer saccharum,275,21.77,31.08,22.51,1.0
18,A,Quercus rubra,0.141,2017,Sterile,921,18.88,17.6,18.84,0.0
3,B,Acer saccharum,0.082,2017,Sterile,1757,10.58,,12.57,1.0
3,B,Quercus alba,0.082,2017,Quercus alba,1715,15.42,30.73,15.99,1.0
4,C,Prunus serotina,0.079,2016,Quercus rubra,921,32.91,,11.73,1.0
18,A,Quercus alba,0.141,2016,Acer saccharum,1330,19.35,25.19,24.28,0.0
18,A,Quercus rubra,0.141,2017,Acer saccharum,275,23.01,32.95,21.95,1.0
4,C,Prunus serotina,0.079,2017,Prunus serotina,I,34.48,,11.53,1.0
4,C,Prunus serotina,0.079,2016,Acer saccharum,961,37.6,,11.34,1.0
4,A,Prunus serotina,0.078,2016,Acer saccharum,1330,34.41,,11.43,1.0
18,A,Quercus rubra,0.141,2017,Quercus rubra,1595,23.6,49.9,20.84,0.0
18,A,Quercus alba,0.141,2017,Sterile,1205,17.52,22.89,22.98,1.0
4,A,Prunus serotina,0.078,2016,Populus grandidentata,394,32.66,,7.66,1.0
4,C,Prunus serotina,0.079,2017,Quercus rubra,984,32.91,,11.73,1.0
4,C,Prunus serotina,0.079,2017,Prunus serotina,J,34.48,,11.53,1.0
18,C,Quercus alba,0.14,2017,Quercus rubra,970,12.03,43.39,19.35,0.0
4,A,Prunus serotina,0.078,2017,Quercus alba,1715,25.41,,11.93,1.0
4,A,Prunus serotina,0.078,2016,Populus grandidentata,1201,32.66,,7.66,1.0
18,A,Quercus alba,0.141,2017,Acer saccharum,961,19.35,25.19,24.28,0.0
18,C,Quercus rubra,0.14,2017,Quercus rubra,970,19.63,52.85,16.73,0.0
4,E,Prunus serotina,0.071,2017,Prunus serotina,1027,36.17,,7.28,1.0
18,C,Quercus rubra,0.14,2017,Acer saccharum,561,22.2,32.06,22.13,0.0
4,D,Prunus serotina,0.073,2017,Quercus rubra,1595,31.46,,11.5,1.0
4,D,Prunus serotina,0.073,2017,Populus grandidentata,277,34.5,,7.05,1.0
